DMBX1,Q8NFW5
DMRT1,Q9Y5R6
DMRT2,Q9Y5R5
DMRT3,Q9NQL9
DMRTA1,Q5VZB9
DMRTA2,Q96SC8
DMRTB1,Q96MA1
DMRTC2,Q8IXT2
DMTF1,Q9Y222
DPRX,A6NFQ7
DRGX,A6NNA5
DUX1,O43812
DUX3,Q96PT4
DUX4,Q9UBX2
DUX4L2,P0CJ85
DUX4L3,P0CJ86
DUX4L4,P0CJ87
DUX4L5,P0CJ88
DUX4L6,P0CJ89
DUX4L7,P0CJ90
DUX4L9,Q6RFH8
DUX5,Q96PT3
DUXA,A6NLW8
DUXB,A0A1W2PPF3
E2F1,Q01094
E2F2,Q14209
E2F3,O00716
E2F4,Q16254
E2F5,Q15329
E2F6,O75461
E2F7,Q96AV8
E2F8,A0AVK6
E4F1,Q66K89
EBF1,Q9UH73
EBF2,Q9HAK2
EBF3,Q9H4W6
EBF4,Q9BQW3
EGR1,P18146
EGR2,P11161
EGR3,Q06889
EGR4,Q05215
EHF,Q9NZC4
ELF1,P32519
ELF2,Q15723
ELF3,P78545
ELF4,Q99607
ELF5,Q9UKW6
ELK1,P19419
ELK3,P41970
ELK4,P28324
EMX1,Q04741
EMX2,Q04743
EN1,Q05925
EN2,P19622
ENO1,P06733
EOMES,O95936
EPAS1,Q99814
ERF,P50548
ERFL,A0A1W2PQ73
ERG,P11308
ESR1,P03372
ESR2,Q92731
ESRRA,P11474
ESRRB,O95718
ESRRG,P62508
ESX1,Q8N693
ETS1,P14921
ETS2,P15036
ETV1,P50549
ETV2,O00321
ETV3,P41162
ETV3L,Q6ZN32
ETV4,P43268
ETV5,P41161
ETV6,P41212
ETV7,Q9Y603
EVX1,P49640
EVX2,Q03828
FERD3L,Q96RJ6
FEV,Q99581
FEZF1,A0PJY2
FEZF2,Q8TBJ5
FIGLA,Q6QHK4
FLI1,Q01543
FOS,P01100
FOSB,P53539
FOSL1,P15407
FOSL2,P15408
FOXA1,P55317
FOXA2,Q9Y261
FOXA3,P55318
FOXB1,Q99853
FOXB2,Q5VYV0
FOXC1,Q12948
FOXC2,Q99958
FOXD1,Q16676
FOXD2,O60548
FOXD3,Q9UJU5
FOXD4,Q12950
FOXD4L1,Q9NU39
FOXD4L3,Q6VB84
FOXD4L4,Q8WXT5
FOXD4L5,Q5VV16
FOXD4L6,Q3SYB3
FOXE1,O00358
FOXE3,Q13461
FOXF1,Q12946
FOXF2,Q12947
FOXG1,P55316
FOXH1,O75593
FOXI1,Q12951
FOXI2,Q6ZQN5
FOXI3,A8MTJ6
FOXJ1,Q92949
FOXJ2,Q9P0K8
FOXJ3,Q9UPW0
FOXK1,P85037
FOXK2,Q01167
FOXL1,Q12952
FOXL2,P58012
FOXL3,A0A1W2PRP0
FOXM1,Q08050
FOXN1,O15353
FOXN2,P32314
FOXN3,O00409
FOXN4,Q96NZ1
FOXO1,Q12778
FOXO3,O43524
FOXO3B,A0A2Z4LIS9
FOXO4,P98177
FOXO6,A8MYZ6
FOXP1,Q9H334
FOXP2,O15409
FOXP3,Q9BZS1
FOXP4,Q8IVH2
FOXQ1,Q9C009
FOXR1,Q6PIV2
FOXR2,Q6PJQ5
FOXS1,O43638
GABPA,Q06546
GATA1,P15976
GATA2,P23769
GATA3,P23771
GATA4,P43694
GATA5,Q9BWX5
GATA6,Q92908
GBX1,Q14549
GBX2,P52951
GCM1,Q9NP62
GCM2,O75603
GFI1,Q99684
GFI1B,Q5VTD9
GLI1,P08151
GLI2,P10070
GLI3,P10071
GLI4,P10075
GLIS1,Q8NBF1
GLIS2,Q9BZE0
GLIS3,Q8NEA6
GMEB1,Q9Y692
GMEB2,Q9UKD1
GRHL1,Q9NZI5
GRHL2,Q6ISB3
GRHL3,Q8TE85
GSC,P56915
GSC2,O15499
GSX1,Q9H4S2
GSX2,Q9BZM3
GTF2I,P78347
GTF2IRD1,Q9UHL9
GTF2IRD2,Q86UP8
GTF2IRD2B,Q6EKJ0
GZF1,Q9H116
HAND1,O96004
HAND2,P61296
HBP1,O60381
HDX,Q7Z353
HELT,A6NFD8
HES1,Q14469
HES2,Q9Y543
HES3,Q5TGS1
HES4,Q9HCC6
HES5,Q5TA89
HES6,Q96HZ4
HES7,Q9BYE0
HESX1,Q9UBX0
HEY1,Q9Y5J3
HEY2,Q9UBP5
HEYL,Q9NQ87
HHEX,Q03014
HIC1,Q14526
HIC2,Q96JB3
HIF1A,Q16665
HIF3A,Q9Y2N7
HINFP,Q9BQA5
HIVEP1,P15822
HIVEP2,P31629
HIVEP3,Q5T1R4
HLF,Q16534
HLX,Q14774
HMX1,Q9NP08
HMX2,A2RU54
HMX3,A6NHT5
HNF1A,P20823
HNF1B,P35680
HNF4A,P41235
HNF4G,Q14541
HOMEZ,Q8IX15
HOXA1,P49639
HOXA10,P31260
HOXA11,P31270
HOXA13,P31271
HOXA2,O43364
HOXA3,O43365
HOXA4,Q00056
HOXA5,P20719
HOXA6,P31267
HOXA7,P31268
HOXA9,P31269
HOXB1,P14653
HOXB13,Q92826
HOXB2,P14652
HOXB3,P14651
HOXB4,P17483
HOXB5,P09067
HOXB6,P17509
HOXB7,P09629
HOXB8,P17481
HOXB9,P17482
HOXC10,Q9NYD6
HOXC11,O43248
HOXC12,P31275
HOXC13,P31276
HOXC4,P09017
HOXC5,Q00444
HOXC6,P09630
HOXC8,P31273
HOXC9,P31274
HOXD1,Q9GZZ0
HOXD10,P28358
HOXD11,P31277
HOXD12,P35452
HOXD13,P35453
HOXD3,P31249
HOXD4,P09016
HOXD8,P13378
HOXD9,P28356
HSF1,Q00613
HSF2,Q03933
HSF4,Q9ULV5
HSF5,Q4G112
HSFX1,Q9UBD0
HSFX3,A0A1B0GWH4
HSFX4,A0A1B0GTS1
HSFY1,Q96LI6
IKZF1,Q13422
IKZF2,Q9UKS7
IKZF3,Q9UKT9
IKZF4,Q9H2S9
IKZF5,Q9H5V7
INSM1,Q01101
INSM2,Q96T92
IRF1,P10914
IRF2,P14316
IRF3,Q14653
IRF4,Q15306
IRF5,Q13568
IRF6,O14896
IRF7,Q92985
IRF8,Q02556
IRF9,Q00978
IRX1,P78414
IRX2,Q9BZI1
IRX3,P78415
IRX4,P78413
IRX5,P78411
IRX6,P78412
ISL1,P61371
ISL2,Q96A47
ISX,Q2M1V0
JDP2,Q8WYK2
JPH2,Q9BR39
JUN,P05412
JUNB,P17275
JUND,P17535
KCNIP3,Q9Y2W7
KLF1,Q13351
KLF10,Q13118
KLF11,O14901
KLF12,Q9Y4X4
KLF13,Q9Y2Y9
KLF14,Q8TD94
KLF15,Q9UIH9
KLF16,Q9BXK1
KLF17,Q5JT82
KLF18,A0A0U1RQI7
KLF2,Q9Y5W3
KLF3,P57682
KLF4,O43474
KLF5,Q13887
KLF6,Q99612
KLF7,O75840
KLF8,O95600
KLF9,Q13886
LBX1,P52954
LBX2,Q6XYB7
LEF1,Q9UJU2
LEUTX,A8MZ59
LHX1,P48742
LHX2,P50458
LHX3,Q9UBR4
LHX4,Q969G2
LHX5,Q9H2C1
LHX6,Q9UPM6
LHX8,Q68G74
LHX9,Q9NQ69
LMX1A,Q8TE12
LMX1B,O60663
LRRFIP1,Q32MZ4
LYL1,P12980
MAF,O75444
MAFA,Q8NHW3
MAFB,Q9Y5Q3
MAFF,Q9ULX9
MAFG,O15525
MAFK,O60675
MAX,P61244
MAZ,P56270
MECOM,Q03112
MEF2A,Q02078
MEF2B,Q02080
MEF2C,Q06413
MEF2D,Q14814
MEIS1,O00470
MEIS2,O14770
MEIS3,Q99687
MEIS3P1,A6NDR6
MEIS3P2,A8K0S8
MEOX1,P50221
MEOX2,P50222
MESP1,Q9BRJ9
MESP2,Q0VG99
MGA,Q8IWI9
MITF,O75030
MIXL1,Q9H2W2
MKX,Q8IYA7
MLX,Q9UH92
MLXIP,Q9HAP2
MLXIPL,Q9NP71
MNT,Q99583
MNX1,P50219
MSC,O60682
MSGN1,A6NI15
MSX1,P28360
MSX2,P35548
MTF1,Q14872
MXD1,Q05195
MXD3,Q9BW11
MXD4,Q14582
MXI1,P50539
MYB,P10242
MYBL1,P10243
MYBL2,P10244
MYC,P01106
MYCL,P12524
MYCLP1,P12525
MYCN,P04198
MYF5,P13349
MYF6,P23409
MYNN,Q9NPC7
MYOD1,P15172
MYOG,P15173
MYPOP,Q86VE0
MYRF,Q9Y2G1
MYRFL,Q96LU7
MYT1,Q01538
MYT1L,Q9UL68
MZF1,P28698
NACC1,Q96RE7
NACC2,Q96BF6
NANOG,Q9H9S0
NANOGNB,Q7Z5D8
NANOGP1,Q8N7R0
NANOGP8,Q6NSW7
NEUROD1,Q13562
NEUROD2,Q15784
NEUROD4,Q9HD90
NEUROD6,Q96NK8
NEUROG1,Q92886
NEUROG2,Q9H2A3
NEUROG3,Q9Y4Z2
NFAT5,O94916
NFATC1,O95644
NFATC2,Q13469
NFATC3,Q12968
NFATC4,Q14934
NFE2,Q16621
NFE2L1,Q14494
NFE2L2,Q16236
NFE2L3,Q9Y4A8
NFIA,Q12857
NFIB,O00712
NFIC,P08651
NFIL3,Q16649
NFILZ,A0A5F9ZHS7
NFIX,Q14938
NFKB1,P19838
NFKB2,Q00653
NFX1,Q12986
NFXL1,Q6ZNB6
NFYA,P23511
NFYB,P25208
NFYC,Q13952
NHLH1,Q02575
NHLH2,Q02577
NKRF,O15226
NKX1-1,Q15270
NKX1-2,Q9UD57
NKX2-1,P43699
NKX2-2,O95096
NKX2-3,Q8TAU0
NKX2-4,Q9H2Z4
NKX2-5,P52952
NKX2-6,A6NCS4
NKX2-8,O15522
NKX3-1,Q99801
NKX3-2,P78367
NKX6-1,P78426
NKX6-2,Q9C056
NKX6-3,A6NJ46
NOBOX,O60393
NOTO,A8MTQ0
NPAS1,Q99742
NPAS2,Q99743
NPAS3,Q8IXF0
NPAS4,Q8IUM7
NR1D1,P20393
NR1D2,Q14995
NR1H2,P55055
NR1H3,Q13133
NR1H4,Q96RI1
NR1I2,O75469
NR1I3,Q14994
NR2C1,P13056
NR2C2,P49116
NR2E1,Q9Y466
NR2E3,Q9Y5X4
NR2F1,P10589
NR2F2,P24468
NR2F6,P10588
NR3C1,P04150
NR3C2,P08235
NR4A1,P22736
NR4A2,P43354
NR4A3,Q92570
NR5A1,Q13285
NR5A2,O00482
NR6A1,Q15406
NRF1,Q16656
NRL,P54845
OLIG1,Q8TAK6
OLIG2,Q13516
OLIG3,Q7RTU3
ONECUT1,Q9UBC0
ONECUT2,O95948
ONECUT3,O60422
OSR1,Q8TAX0
OSR2,Q8N2R0
OTP,Q5XKR4
OTX1,P32242
OTX2,P32243
OVOL1,O14753
OVOL2,Q9BRP0
OVOL3,O00110
PATZ1,Q9HBE1
PAX1,P15863
PAX2,Q02962
PAX3,P23760
PAX4,O43316
PAX5,Q02548
PAX6,P26367
PAX7,P23759
PAX8,Q06710
PAX9,P55771
PBX1,P40424
PBX2,P40425
PBX3,P40426
PBX4,Q9BYU1
PDX1,P52945
PEG3,Q9GZU2
PGBD1,Q96JS3
PGR,P06401
PHOX2A,O14813
PHOX2B,Q99453
PITX1,P78337
PITX2,Q99697
PITX3,O75364
PKNOX1,P55347
PKNOX2,Q96KN3
PLAG1,Q6DJT9
PLAGL1,Q9UM63
PLAGL2,Q9UPG8
PLSCR1,O15162
POU1F1,P28069
POU2F1,P14859
POU2F2,P09086
POU2F3,Q9UKI9
POU3F1,Q03052
POU3F2,P20265
POU3F3,P20264
POU3F4,P49335
POU4F1,Q01851
POU4F2,Q12837
POU4F3,Q15319
POU5F1,Q01860
POU5F1B,Q06416
POU5F2,Q8N7G0
POU6F1,Q14863
POU6F2,P78424
PPARA,Q07869
PPARD,Q03181
PPARG,P37231
PRDM1,O75626
PRDM12,Q9H4Q4
PRDM14,Q9GZV8
PRDM15,P57071
PRDM16,Q9HAZ2
PRDM2,Q13029
PRDM4,Q9UKN5
PRDM5,Q9NQX1
PROP1,O75360
PROX1,Q92786
PROX2,Q3B8N5
PRRX1,P54821
PRRX2,Q99811
PTF1A,Q7RTS3
PURA,Q00577
PURB,Q96QR8
PURG,Q9UJV8
RARA,P10276
RARB,P10826
RARG,P13631
RAX,Q9Y2V3
RAX2,Q96IS3
RBAK,Q9NYW8
RBPJ,Q06330
RBPJL,Q9UBG7
REL,Q04864
RELA,Q04206
RELB,Q01201
REST,Q13127
RFX1,P22670
RFX2,P48378
RFX3,P48380
RFX4,Q33E94
RFX5,P48382
RFX6,Q8HWS3
RFX7,Q2KHR2
RFX8,Q6ZV50
RHOXF1,Q8NHV9
RHOXF2,Q9BQY4
RHOXF2B,P0C7M4
RLF,Q13129
RORA,P35398
RORB,Q92753
RORC,P51449
RREB1,Q92766
RUNX1,Q01196
RUNX2,Q13950
RUNX3,Q13761
RXRA,P19793
RXRB,P28702
RXRG,P48443
SALL1,Q9NSC2
SALL2,Q9Y467
SALL3,Q9BXA9
SALL4,Q9UJQ4
SATB1,Q01826
SATB2,Q9UPW6
SCAND2P,Q9GZW5
SCRT1,Q9BWW7
SCRT2,Q9NQ03
SCX,Q7RTU7
SEBOX,Q9HB31
SHOX,O15266
SHOX2,O60902
SIM1,P81133
SIM2,Q14190
SIX1,Q15475
SIX2,Q9NPC8
SIX3,O95343
SIX4,Q9UIU6
SIX5,Q8N196
SIX6,O95475
SKI,P12755
SKIDA1,Q1XH10
SKIL,P12757
SKOR1,P84550
SKOR2,Q2VWA4
SLC2A4RG,Q9NR83
SMAD1,Q15797
SMAD2,Q15796
SMAD3,P84022
SMAD4,Q13485
SMAD5,Q99717
SMAD9,O15198
SNAI1,O95863
SNAI2,O43623
SNAI3,Q3KNW1
SOHLH1,Q5JUK2
SOHLH2,Q9NX45
SOX1,O00570
SOX10,P56693
SOX11,P35716
SOX12,O15370
SOX13,Q9UN79
SOX14,O95416
SOX15,O60248
SOX17,Q9H6I2
SOX18,P35713
SOX2,P48431
SOX21,Q9Y651
SOX3,P41225
SOX30,O94993
SOX4,Q06945
SOX5,P35711
SOX6,P35712
SOX7,Q9BT81
SOX8,P57073
SOX9,P48436
SP1,P08047
SP100,P23497
SP110,Q9HB58
SP140,Q13342
SP140L,Q9H930
SP2,Q02086
SP3,Q02447
SP4,Q02446
SP5,Q6BEB4
SP6,Q3SY56
SP7,Q8TDD2
SP8,Q8IXZ3
SP9,P0CG40
SPDEF,O95238
SPI1,P17947
SPIB,Q01892
SPIC,Q8N5J4
SPZ1,Q9BXG8
SREBF1,P36956
SREBF2,Q12772
SRF,P11831
SRY,Q05066
ST18,O60284
STAT1,P42224
STAT2,P52630
STAT3,P40763
STAT4,Q14765
STAT5A,P42229
STAT5B,P51692
STAT6,P42226
TAL1,P17542
TAL2,Q16559
TBR1,Q16650
TBX1,O43435
TBX10,O75333
TBX15,Q96SF7
TBX18,O95935
TBX19,O60806
TBX2,Q13207
TBX20,Q9UMR3
TBX21,Q9UL17
TBX22,Q9Y458
TBX3,O15119
TBX4,P57082
TBX5,Q99593
TBX6,O95947
TBXT,O15178
TCF12,Q99081
TCF15,Q12870
TCF21,O43680
TCF23,Q7RTU1
TCF24,Q7RTU0
TCF3,P15923
TCF4,P15884
TCF7,P36402
TCF7L1,Q9HCS4
TCF7L2,Q9NQB0
TCFL5,Q9UL49
TEAD1,P28347
TEAD2,Q15562
TEAD3,Q99594
TEAD4,Q15561
TEF,Q10587
TFAP2A,P05549
TFAP2B,Q92481
TFAP2C,Q92754
TFAP2D,Q7Z6R9
TFAP2E,Q6VUC0
TFAP4,Q01664
TFCP2,Q12800
TFCP2L1,Q9NZI6
TFDP1,Q14186
TFDP2,Q14188
TFE3,P19532
TFEB,P19484
TFEC,O14948
TGIF1,Q15583
TGIF2,Q9GZN2
TGIF2LX,Q8IUE1
TGIF2LY,Q8IUE0
THAP1,Q9NVV9
THAP11,Q96EK4
THRA,P10827
THRB,P10828
TLX1,P31314
TLX2,O43763
TLX3,O43711
TP53,P04637
TP63,Q9H3D4
TP73,O15350
TPRX1,Q8N7U7
TRPS1,Q9UHF7
TSHZ1,Q6ZSZ6
TSHZ2,Q9NRE2
TSHZ3,Q63HK5
TWIST1,Q15672
TWIST2,Q8WVJ9
UBP1,Q9NZI7
UNCX,A6NJT0
USF1,P22415
USF2,Q15853
USF3,Q68DE3
VAX1,Q5SQQ9
VAX2,Q9UIW0
VDR,P11473
VENTX,O95231
VEZF1,Q14119
VSX1,Q9NZR4
VSX2,P58304
WIZ,O95785
WT1,P19544
XBP1,P17861
YY1,P25490
YY2,O15391
ZBED1,O96006
ZBED2,Q9BTP6
ZBED3,Q96IU2
ZBED4,O75132
ZBED5,Q49AG3
ZBED6,P86452
ZBTB1,Q9Y2K1
ZBTB10,Q96DT7
ZBTB11,O95625
ZBTB12,Q9Y330
ZBTB14,O43829
ZBTB16,Q05516
ZBTB17,Q13105
ZBTB18,Q99592
ZBTB2,Q8N680
ZBTB20,Q9HC78
ZBTB21,Q9ULJ3
ZBTB22,O15209
ZBTB24,O43167
ZBTB25,P24278
ZBTB26,Q9HCK0
ZBTB3,Q9H5J0
ZBTB32,Q9Y2Y4
ZBTB33,Q86T24
ZBTB34,Q8NCN2
ZBTB37,Q5TC79
ZBTB38,Q8NAP3
ZBTB39,O15060
ZBTB4,Q9P1Z0
ZBTB40,Q9NUA8
ZBTB41,Q5SVQ8
ZBTB42,B2RXF5
ZBTB43,O43298
ZBTB45,Q96K62
ZBTB46,Q86UZ6
ZBTB47,Q9UFB7
ZBTB48,P10074
ZBTB49,Q6ZSB9
ZBTB5,O15062
ZBTB6,Q15916
ZBTB7A,O95365
ZBTB7B,O15156
ZBTB7C,A1YPR0
ZBTB8A,Q96BR9
ZBTB8B,Q8NAP8
ZBTB9,Q96C00
ZEB1,P37275
ZEB2,O60315
ZFAT,Q9P243
ZFHX2,Q9C0A1
ZFHX3,Q15911
ZFHX4,Q86UP3
ZFP1,Q6P2D0
ZFP14,Q9HCL3
ZFP2,Q6ZN57
ZFP28,Q8NHY6
ZFP3,Q96NJ6
ZFP30,Q9Y2G7
ZFP37,Q9Y6Q3
ZFP41,Q8N8Y5
ZFP42,Q96MM3
ZFP57,Q9NU63
ZFP62,Q8NB50
ZFP69,Q49AA0
ZFP69B,Q9UJL9
ZFP82,Q8N141
ZFP90,Q8TF47
ZFP92,A6NM28
ZFX,P17010
ZFY,P08048
ZGLP1,P0C6A0
ZGPAT,Q8N5A5
ZHX1,Q9UKY1
ZHX2,Q9Y6X8
ZHX3,Q9H4I2
ZIC1,Q15915
ZIC2,O95409
ZIC3,O60481
ZIC4,Q8N9L1
ZIC5,Q96T25
ZIK1,Q3SY52
ZIM2,Q9NZV7
ZIM3,Q96PE6
ZKSCAN1,P17029
ZKSCAN2,Q63HK3
ZKSCAN3,Q9BRR0
ZKSCAN4,Q969J2
ZKSCAN5,Q9Y2L8
ZKSCAN7,Q9P0L1
ZKSCAN8,Q15776
ZNF10,P21506
ZNF100,Q8IYN0
ZNF101,Q8IZC7
ZNF107,Q9UII5
ZNF112,Q9UJU3
ZNF114,Q8NC26
ZNF117,Q03924
ZNF12,P17014
ZNF121,P58317
ZNF124,Q15973
ZNF131,P52739
ZNF132,P52740
ZNF133,P52736
ZNF134,P52741
ZNF135,P52742
ZNF136,P52737
ZNF137P,P52743
ZNF138,P52744
ZNF14,P17017
ZNF140,P52738
ZNF141,Q15928
ZNF142,P52746
ZNF143,P52747
ZNF146,Q15072
ZNF148,Q9UQR1
ZNF154,Q13106
ZNF155,Q12901
ZNF157,P51786
ZNF16,P17020
ZNF160,Q9HCG1
ZNF165,P49910
ZNF169,Q14929
ZNF17,P17021
ZNF174,Q15697
ZNF175,Q9Y473
ZNF177,Q13360
ZNF18,P17022
ZNF180,Q9UJW8
ZNF181,Q2M3W8
ZNF182,P17025
ZNF184,Q99676
ZNF189,O75820
ZNF19,P17023
ZNF195,O14628
ZNF197,O14709
ZNF2,Q9BSG1
ZNF20,P17024
ZNF202,O95125
ZNF205,O95201
ZNF208,O43345
ZNF211,Q13398
ZNF212,Q9UDV6
ZNF213,O14771
ZNF214,Q9UL59
ZNF215,Q9UL58
ZNF217,O75362
ZNF219,Q9P2Y4
ZNF22,P17026
ZNF221,Q9UK13
ZNF222,Q9UK12
ZNF223,Q9UK11
ZNF224,Q9NZL3
ZNF225,Q9UK10
ZNF226,Q9NYT6
ZNF227,Q86WZ6
ZNF229,Q9UJW7
ZNF23,P17027
ZNF230,Q9UIE0
ZNF232,Q9UNY5
ZNF233,A6NK53
ZNF234,Q14588
ZNF235,Q14590
ZNF236,Q9UL36
ZNF239,Q16600
ZNF24,P17028
ZNF248,Q8NDW4
ZNF25,P17030
ZNF250,P15622
ZNF251,Q9BRH9
ZNF253,O75346
ZNF254,O75437
ZNF256,Q9Y2P7
ZNF257,Q9Y2Q1
ZNF26,P17031
ZNF260,Q3ZCT1
ZNF263,O14978
ZNF264,O43296
ZNF266,Q14584
ZNF267,Q14586
ZNF268,Q14587
ZNF273,Q14593
ZNF274,Q96GC6
ZNF275,Q9NSD4
ZNF28,P17035
ZNF280A,P59817
ZNF280B,Q86YH2
ZNF280C,Q8ND82
ZNF280D,Q6N043
ZNF281,Q9Y2X9
ZNF282,Q9UDV7
ZNF283,Q8N7M2
ZNF284,Q2VY69
ZNF285,Q96NJ3
ZNF286A,Q9HBT8
ZNF286B,P0CG31
ZNF287,Q9HBT7
ZNF292,O60281
ZNF296,Q8WUU4
ZNF3,P17036
ZNF30,P17039
ZNF300,Q96RE9
ZNF302,Q9NR11
ZNF304,Q9HCX3
ZNF311,Q5JNZ3
ZNF316,A6NFI3
ZNF317,Q96PQ6
ZNF319,Q9P2F9
ZNF32,P17041
ZNF320,A2RRD8
ZNF322,Q6U7Q0
ZNF324,O75467
ZNF324B,Q6AW86
ZNF329,Q86UD4
ZNF331,Q9NQX6
ZNF333,Q96JL9
ZNF334,Q9HCZ1
ZNF337,Q9Y3M9
ZNF33A,Q06730
ZNF33B,Q06732
ZNF34,Q8IZ26
ZNF341,Q9BYN7
ZNF343,Q6P1L6
ZNF345,Q14585
ZNF347,Q96SE7
ZNF35,P13682
ZNF350,Q9GZX5
ZNF354A,O60765
ZNF354B,Q96LW1
ZNF354C,Q86Y25
ZNF355P,Q9NSJ1
ZNF358,Q9NW07
ZNF362,Q5T0B9
ZNF367,Q7RTV3
ZNF37A,P17032
ZNF382,Q96SR6
ZNF383,Q8NA42
ZNF384,Q8TF68
ZNF391,Q9UJN7
ZNF394,Q53GI3
ZNF395,Q9H8N7
ZNF396,Q96N95
ZNF397,Q8NF99
ZNF398,Q8TD17
ZNF404,Q494X3
ZNF408,Q9H9D4
ZNF41,P51814
ZNF414,Q96IQ9
ZNF415,Q09FC8
ZNF416,Q9BWM5
ZNF417,Q8TAU3
ZNF418,Q8TF45
ZNF419,Q96HQ0
ZNF420,Q8TAQ5
ZNF423,Q2M1K9
ZNF425,Q6IV72
ZNF426,Q9BUY5
ZNF429,Q86V71
ZNF43,P17038
ZNF430,Q9H8G1
ZNF431,Q8TF32
ZNF432,O94892
ZNF433,Q8N7K0
ZNF436,Q9C0F3
ZNF438,Q7Z4V0
ZNF439,Q8NDP4
ZNF44,P15621
ZNF440,Q8IYI8
ZNF441,Q8N8Z8
ZNF442,Q9H7R0
ZNF443,Q9Y2A4
ZNF444,Q8N0Y2
ZNF445,P59923
ZNF446,Q9NWS9
ZNF449,Q6P9G9
ZNF45,Q02386
ZNF454,Q8N9F8
ZNF460,Q14592
ZNF461,Q8TAF7
ZNF467,Q7Z7K2
ZNF468,Q5VIY5
ZNF469,Q96JG9
ZNF470,Q6ECI4
ZNF471,Q9BX82
ZNF473,Q8WTR7
ZNF479,Q96JC4
ZNF48,Q96MX3
ZNF480,Q8WV37
ZNF483,Q8TF39
ZNF484,Q5JVG2
ZNF485,Q8NCK3
ZNF486,Q96H40
ZNF487,B1APH4
ZNF490,Q9ULM2
ZNF491,Q8N8L2
ZNF492,Q9P255
ZNF493,Q6ZR52
ZNF496,Q96IT1
ZNF497,Q6ZNH5
ZNF500,O60304
ZNF501,Q96CX3
ZNF502,Q8TBZ5
ZNF506,Q5JVG8
ZNF510,Q9Y2H8
ZNF511,Q8NB15
ZNF512,Q96ME7
ZNF512B,Q96KM6
ZNF514,Q96K75
ZNF516,Q92618
ZNF517,Q6ZMY9
ZNF518A,Q6AHZ1
ZNF518B,Q9C0D4
ZNF519,Q8TB69
ZNF521,Q96K83
ZNF524,Q96C55
ZNF525,Q8N782
ZNF526,Q8TF50
ZNF527,Q8NB42
ZNF528,Q3MIS6
ZNF529,Q6P280
ZNF530,Q6P9A1
ZNF532,Q9HCE3
ZNF534,Q76KX8
ZNF536,O15090
ZNF540,Q8NDQ6
ZNF542P,Q5EBM4
ZNF543,Q08ER8
ZNF544,Q6NX49
ZNF546,Q86UE3
ZNF547,Q8IVP9
ZNF548,Q8NEK5
ZNF549,Q6P9A3
ZNF550,Q7Z398
ZNF551,Q7Z340
ZNF552,Q9H707
ZNF554,Q86TJ5
ZNF555,Q8NEP9
ZNF556,Q9HAH1
ZNF557,Q8N988
ZNF558,Q96NG5
ZNF559,Q9BR84
ZNF56,Q15929
ZNF560,Q96MR9
ZNF561,Q8N587
ZNF562,Q6V9R5
ZNF563,Q8TA94
ZNF564,Q8TBZ8
ZNF565,Q8N9K5
ZNF566,Q969W8
ZNF567,Q8N184
ZNF568,Q3ZCX4
